Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas
Synset('mangosteen.n.02'),fruit,mangosteen,1,0,1.3401360544217686,0.8761118170266836,1.4590243117050394,10,1,2,b,christ christ christ christ church christ christ eat eat food fruit fruit fruit green grow,['christ christ christ christ church christ christ eat eat food fruit fruit fruit green grow']
Synset('marang.n.02'),fruit,marang,1,0,1.3401360544217686,0.8761118170266836,1.522460151344389,6,1,2,b,barbarian dance dance dance music music song ,['barbarian dance dance dance music music song ']
Synset('mcintosh.n.01'),fruit,mcintosh,1,1,0.0,1.1264294790343077,1.76034454999195,8,1,1,nb,build cloth cloth cloth fashion fashion fashion hand heave heave leather leather leather,['bible christ christ christ church christ christ god god holy man person religion religion']
Synset('melon_ball.n.01'),fruit,melon_ball,1,0,0.0,1.0012706480304956,0.4916277572049589,10,1,1,nb,ball ball fruit fruit round round round ,['ball ball fruit fruit round round round ']
Synset('melon.n.01'),fruit,melon,1,9,1.3401360544217686,0.8761118170266836,1.316293672516503,5,1,2,b,breakfast eat fruit fruit juice juice juice green grow juice juice round round round,['breakfast eat fruit fruit juice juice juice green grow juice juice round round round']
Synset('morello.n.02'),fruit,morello,1,0,2.6802721088435373,1.1264294790343077,0.8722427950410562,7,1,2,nb,music instrument music play sound wood ,['music instrument music play sound wood ']
Synset('muscadine.n.02'),fruit,muscadine,1,1,1.3401360544217686,1.0012706480304956,0.6819352761230076,9,2,2,nb,biscuit crunch crunch crunch eat food good good good green grow juice juice,"['biscuit crunch crunch crunch eat food good good good green grow juice juice', 'animal eat food green grow juice juice juice red red red round round round sour']"
Synset('muscat.n.04'),fruit,muscat,1,0,1.3401360544217686,1.1264294790343077,0.7295121558525197,6,3,4,nb,animal beak bird beak beak california eat egg feather feather fly,"['animal beak bird beak beak california eat egg feather feather fly', 'animal animal black black black brown brown brown eat eat egg feather fly fly fly', 'animal eat food fruit grow juice juice juice red red red round round round sour']"
Synset('muskmelon.n.02'),fruit,muskmelon,1,6,1.3401360544217686,1.0012706480304956,1.2528578328771536,9,2,2,nb,act animal animal animal body body body dance dance dance foot dance foot foot foot,"['act animal animal animal body body body dance dance dance foot dance foot foot foot', 'bitter eat fruit fruit juice juice sweet taste ']"
Synset('navel_orange.n.01'),fruit,navel_orange,1,0,0.0,1.2515883100381195,0.9673965545000806,12,1,1,nb,blue color eat food fruit juice juice juice orange juice orange peel skin skin skin,['blue color eat food fruit juice juice juice orange juice orange peel skin skin skin']
Synset('nectarine.n.02'),fruit,nectarine,1,0,1.3401360544217686,0.8761118170266836,0.903960714860731,9,1,2,b,eat eat fruit fruit juice juice juice pulp pulp pulp sweet sour sweet ,['eat eat fruit fruit juice juice juice pulp pulp pulp sweet sour sweet ']
Synset('net_melon.n.02'),fruit,net_melon,1,0,1.3401360544217686,1.1264294790343077,1.4590243117050394,9,3,2,nb,animal eat fruit fruit grow grow juice juice juice red round round seed seed seed,"['animal eat fruit fruit grow grow juice juice juice red round round seed seed seed', 'animal eat fruit eat fruit fruit green grow hard hard hard round seed seed seed', 'bake fruit crunch crunch crunch eat eat fruit juice juice juice good green grow']"
Synset('newtown_wonder.n.01'),fruit,newtown_wonder,1,0,0.0,1.1264294790343077,0.4916277572049589,14,1,1,nb,belief wonder wonder wonder ,['belief wonder wonder wonder ']
Synset('northern_spy.n.01'),fruit,northern_spy,1,0,0.0,1.1264294790343077,0.9991144743197552,12,1,1,nb,america america america spy country country north ,['beacon spy spy person spy spy ']
Synset('orange.n.01'),fruit,orange,1,6,2.6802721088435373,1.0012706480304956,0.9356786346804058,6,1,6,b,blue color eat food fruit juice juice juice orange peel peel peel skin skin skin,['blue color eat food fruit juice juice juice orange peel peel peel skin skin skin']
Synset('papaya.n.02'),fruit,papaya,1,0,1.3401360544217686,0.8761118170266836,0.903960714860731,6,1,2,b,bake eat food fruit juice juice juice pulp pulp pulp sour sweet taste ,['bake eat food fruit juice juice juice pulp pulp pulp sour sweet taste ']
Synset('passion_fruit.n.01'),fruit,passion_fruit,1,3,1.3401360544217686,0.8761118170266836,1.6493318306230882,13,1,1,b,affect emotion fruit fruit love fruit ,['affect emotion fruit fruit love fruit ']
Synset('peach.n.03'),fruit,peach,2,0,1.3401360544217686,0.8761118170266836,0.8722427950410562,5,1,5,b,eat eat fruit fruit juice juice juice pulp pulp pulp skin skin skin sweet sweet,['eat eat fruit fruit juice juice juice pulp pulp pulp skin skin skin sweet sweet']
Synset('pear.n.01'),fruit,pear,2,4,1.3401360544217686,0.8761118170266836,0.9673965545000806,4,1,2,b,apple eat fruit fruit juice juice juice pulp pulp round small sweet taste ,['apple eat fruit fruit juice juice juice pulp pulp round small sweet taste ']
Synset('pearmain.n.01'),fruit,pearmain,1,0,0.0,1.1264294790343077,0.7770890355820319,8,1,1,nb,bland grain grain grain grow grow grow ,['beak bird beak beak bird eat feather feather feather fly feather fly']
Synset('persian_melon.n.02'),fruit,persian_melon,1,0,0.0,1.2515883100381195,1.3004347126066655,13,1,2,nb,animal eat fruit fruit green grow grow juice juice juice red round seed seed seed,['appliance eat eat fruit fruit green grow grow juice juice juice red round']
Synset('pineapple.n.02'),fruit,pineapple,1,0,1.3401360544217686,0.8761118170266836,1.4114474319755272,6,2,2,b,apple eat fruit fruit juice juice juice pulp pulp sour sweet taste ,"['apple eat fruit fruit juice juice juice pulp pulp sour sweet taste ', 'animal eat food green grow nutrition plant tree ']"
Synset('pippin.n.01'),fruit,pippin,1,1,0.0,1.1264294790343077,1.443165351795202,6,1,1,nb,animal beak beak brown beak bird beak feather fly feather fly,['animal beak bird beak beak brown beak feather fly feather fly']
Synset('pitahaya.n.02'),fruit,pitahaya,1,0,1.3401360544217686,0.8761118170266836,1.5383191112542265,8,1,2,b,beach beach beach beach sand beach sand sand sand water ,['beach beach beach beach sand beach sand sand sand water ']
Synset('plum.n.02'),fruit,plum,2,5,1.3401360544217686,0.8761118170266836,1.7127676702624377,4,1,5,b,appliance color color color eat food fruit grow grow grow hard hard hard,['appliance color color color eat food fruit grow grow grow hard hard hard']
Synset('pomegranate.n.02'),fruit,pomegranate,1,0,1.3401360544217686,0.8761118170266836,1.3797295121558526,11,1,2,b,eat eat fruit fruit juice juice juice pulp pulp pulp seed seed sweet taste ,['eat eat fruit fruit juice juice juice pulp pulp pulp seed seed sweet taste ']
Synset('pomelo.n.02'),fruit,pomelo,1,0,1.3401360544217686,1.0012706480304956,1.110127193688617,6,2,2,b,animal beak beak bird bird beak feather feather feather fly feather fly,"['animal beak beak bird bird beak feather feather feather fly feather fly', 'animal animal eat egg egg egg feather feather fly fly fly large lay leg mammal']"
Synset('prickly_pear.n.02'),fruit,prickly_pear,1,0,1.3401360544217686,0.8761118170266836,1.0942682337787797,12,1,2,b,crunch crisp crisp crisp crunch crunch crunch eat food fruit juice juice juice pulp,['crunch crisp crisp crisp crunch crunch crunch eat food fruit juice juice juice pulp']
Synset('prima.n.01'),fruit,prima,1,0,0.0,1.1264294790343077,0.4916277572049589,5,1,2,nb,first come first come first ,['begin new new new ']
Synset('pulasan.n.02'),fruit,pulasan,1,0,1.3401360544217686,0.8761118170266836,1.0149734342295926,7,2,2,b,beach banana banana banana cocoon cocoon coral coral coral eat coral eat,"['beach banana banana banana cocoon cocoon coral coral coral eat coral eat', 'bark bush bush bush tree tree ']"
Synset('quandong.n.04'),fruit,quandong,1,0,1.3401360544217686,0.8761118170266836,0.7612300756721945,8,4,4,b,answer question question question ,"['answer question question question ', 'answer question question question ', 'amount number number number ', 'beach beak beak eat fruit grow grow juice juice juice red red']"
Synset('quince.n.02'),fruit,quince,2,0,1.3401360544217686,0.8761118170266836,0.903960714860731,6,1,2,b,dirt eat fruit green grow juice juice juice red round stem sweet taste ,['dirt eat fruit green grow juice juice juice red round stem sweet taste ']
Synset('raisin.n.01'),fruit,raisin,1,3,0.0,1.0012706480304956,0.1744485590082112,6,1,1,b,bake bake brown eat eat food good good green grow grow hard hard hard,['bake bake brown eat eat food good good green grow grow hard hard hard']
Synset('rambutan.n.02'),fruit,rambutan,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,8,2,2,b,act animal animal animal black black black brown brown brown eat eat eat egg egg,"['act animal animal animal black black black brown brown brown eat eat eat egg egg', 'animal eat egg egg egg food green grow leg leg leg long leg noodle']"
Synset('red_currant.n.02'),fruit,red_currant,1,0,1.3401360544217686,1.1264294790343077,0.8246659153115441,11,1,2,nb,bitter berry color eat food fruit juice juice juice red red sweet sour,['bitter berry color eat food fruit juice juice juice red red sweet sour']
Synset('red_delicious.n.01'),fruit,red_delicious,1,0,0.0,1.2515883100381195,1.2052809531476414,13,1,1,nb,cheese food good good good taste taste ,['cheese food good good good taste taste ']
Synset('ribier.n.01'),fruit,ribier,1,0,0.0,1.1264294790343077,0.7136531959426824,6,1,1,nb,alcohol drink drink wine wine ,['alcohol drink drink wine wine ']
Synset('rome_beauty.n.01'),fruit,rome_beauty,1,0,0.0,1.1264294790343077,0.6502173563033328,11,1,1,nb,beauty good look pretty pretty ,['beauty beauty person pretty ']
Synset('sapodilla.n.02'),fruit,sapodilla,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,6,3,2,b,animal eat food food green grow leg leg leg long leg leg meat meat meat,"['animal eat food food green grow leg leg leg long leg leg meat meat meat', 'dirt eat fruit juice juice juice pulp pulp sour sweet taste ', 'animal eat food green grow grow juice juice juice red red round round round small']"
Synset('saskatoon.n.02'),fruit,saskatoon,1,0,1.3401360544217686,1.0012706480304956,0.4440508774754468,9,4,2,nb,askatchewan capital city city city large large person place ,"['askatchewan capital city city city large large person place ', 'bark eat food fruit fruit fruit juice juice juice red sweet sour taste ', 'bark black black black eat eat eat food green grow hard hard red red', 'bitter berry eat fruit green grow juice juice juice red red round round']"
Synset('satsuma.n.02'),fruit,satsuma,1,0,1.3401360544217686,1.1264294790343077,1.0625503139591048,7,1,2,nb,beach drink drink drink eat food green grow grow juice juice juice lime lime,['beach drink drink drink eat food green grow grow juice juice juice lime lime']
Synset('scuppernong.n.01'),fruit,scuppernong,1,0,0.0,1.1264294790343077,0.903960714860731,11,1,1,nb,dance dance dance music song ,['dance dance dance music song ']
Synset('seckel.n.01'),fruit,seckel,1,0,0.0,1.0012706480304956,0.6026404765738207,6,2,1,nb,bible church church church christ church god god holy man religion religion religion ,"['bible church church church christ church god god holy man religion religion religion ', 'apple eat fruit fruit juice juice juice pulp pulp round round small sweet taste ']"
Synset('seeded_raisin.n.01'),fruit,seeded_raisin,1,0,0.0,1.1264294790343077,0.5074867171147963,13,1,1,nb,cheese eat food grow grow grow seed seed tree ,['cheese eat food grow grow grow seed seed tree ']
Synset('seedless_raisin.n.01'),fruit,seedless_raisin,1,0,0.0,1.1264294790343077,0.3171791981967477,7,2,2,nb,bitter brown brown eat dry eat food ground ground grow ground grow grow grow,"['bitter brown brown eat dry eat food ground ground grow ground grow grow grow', 'bronze california cream cream cream eat food good green grow grow']"
Synset('slipskin_grape.n.01'),fruit,slipskin_grape,1,3,0.0,1.0012706480304956,0.7295121558525197,14,1,1,nb,eat eat fruit green grow juice juice juice red red round round round sour taste,['eat eat fruit green grow juice juice juice red red round round round sour taste']
Synset('sloe.n.03'),fruit,sloe,1,0,2.6802721088435373,1.0012706480304956,1.0466913540492675,4,1,3,nb,animal eat food green grow slime slime ,['animal eat food green grow slime slime ']
Synset('sour_cherry.n.03'),fruit,sour_cherry,1,2,0.0,1.0012706480304956,0.6502173563033328,11,1,3,nb,cheese eat fruit juice juice juice sweet sour sweet ,['cheese eat fruit juice juice juice sweet sour sweet ']
Synset('sour_gourd.n.02'),fruit,sour_gourd,1,0,1.3401360544217686,0.8761118170266836,0.6502173563033328,10,2,3,b,cheese eat food green grow juice juice sour sour taste ,"['cheese eat food green grow juice juice sour sour taste ', 'animal eat bread eat eat food leg leg leg mammal meat meat meat snack small']"
Synset('stayman_winesap.n.01'),fruit,stayman_winesap,1,0,0.0,1.1264294790343077,0.983255514409918,15,1,1,nb,alcohol drink drink wine ,['alcohol drink wine wine wine ']
Synset('stayman.n.01'),fruit,stayman,1,0,0.0,1.1264294790343077,0.697794236032845,7,1,1,nb,act animal animal animal cabin cabin cabin dog house house person place stay stay ,['act animal animal beak bird bird bird beak beak fly bird bird']
Synset('sugarberry.n.02'),fruit,sugarberry,1,0,0.0,1.0012706480304956,1.2528578328771536,9,2,2,nb,beverage drink drink fruit fruit juice juice juice sweet ,"['beverage drink drink fruit fruit juice juice juice sweet ', 'bark black black eat eat fruit fruit juice juice juice grow juice juice red']"
Synset('sultana.n.01'),fruit,sultana,1,0,0.0,1.1264294790343077,0.8246659153115441,7,1,2,nb,bronze california cream cream cream eat food good green grow grow,['bronze california cream cream cream eat food good green grow grow']
Synset('sweet_calabash.n.02'),fruit,sweet_calabash,1,0,1.3401360544217686,1.0012706480304956,0.697794236032845,14,1,2,nb,animal california cow eat food good green grow leg mammal pet sweet taste,['animal california cow eat food good green grow leg mammal pet sweet taste']
Synset('sweet_cherry.n.02'),fruit,sweet_cherry,1,3,1.3401360544217686,1.0012706480304956,1.110127193688617,12,2,2,nb,cheese eat fruit fruit juice juice sweet taste ,"['cheese eat fruit fruit juice juice sweet taste ', 'cheese eat fruit fruit juice juice juice red sweet ']"
Synset('sweet_orange.n.01'),fruit,sweet_orange,1,3,1.3401360544217686,1.1264294790343077,0.8088069554017067,12,1,2,nb,beverage drink drink fruit juice juice juice orange juice sweet ,['beverage drink drink fruit juice juice juice orange juice sweet ']
Synset('tamarind.n.02'),fruit,tamarind,1,0,1.3401360544217686,0.8761118170266836,2.077523748188697,8,2,2,b,beverage drink drink citrus fruit juice juice juice green grow juice lime lime,"['beverage drink drink citrus fruit juice juice juice green grow juice lime lime', 'beverage drink drink juice juice juice green grow juice lime lime juice red']"
Synset('tangerine.n.02'),fruit,tangerine,1,0,1.3401360544217686,1.1264294790343077,1.316293672516503,9,1,4,nb,anger eat fruit fruit juice juice juice pulp pulp pulp sour sweet taste ,['anger eat fruit fruit juice juice juice pulp pulp pulp sour sweet taste ']
Synset('temple_orange.n.02'),fruit,temple_orange,1,0,1.3401360544217686,1.1264294790343077,0.9673965545000806,13,1,2,nb,bible christ christ christ church church god holy temple temple ,['bible christ christ christ church church god holy temple temple ']
Synset('thompson_seedless.n.01'),fruit,thompson_seedless,1,0,0.0,1.1264294790343077,0.6343583963934954,17,1,1,nb,blanket black cloth color dirt dirt dirt eat grass grow plant seed seed ,['blanket plant plant seed seed ']
Synset('tokay.n.02'),fruit,tokay,1,1,1.3401360544217686,1.1264294790343077,1.316293672516503,5,1,2,nb,good good good fine fine good good good ,['city city large large person place place ']
Synset('valencia_orange.n.01'),fruit,valencia_orange,1,0,0.0,1.2515883100381195,1.141845113508292,15,1,1,nb,bronze color orange fruit orange orange orange peel red red ,['beverage drink drink fruit juice juice orange orange orange juice orange juice red']
Synset('victoria_plum.n.01'),fruit,victoria_plum,1,0,0.0,1.0012706480304956,0.5392046369344711,13,1,1,nb,bathroom bath bath bathtub bath bath color bath bath dine dine,['beauty color eat food fruit fruit good green grow grow red red red skin']
Synset('vinifera_grape.n.02'),fruit,vinifera_grape,1,7,1.3401360544217686,1.0012706480304956,1.0466913540492675,14,1,2,nb,animal eat fruit garden grow grow juice juice juice red red red round round round,['animal eat fruit garden grow grow juice juice juice red red red round round round']
Synset('windfall.n.01'),fruit,windfall,1,0,0.0,0.8761118170266836,0.5550635968443085,8,1,2,nb,amount money money money pay ,['amount money money money pay ']
Synset('winesap.n.01'),fruit,winesap,1,0,0.0,1.1264294790343077,0.4757687972951215,7,1,1,nb,alcohol drink wine wine ,['alcohol drink wine wine wine ']
Synset('winter_melon.n.02'),fruit,winter_melon,1,3,1.3401360544217686,1.1264294790343077,1.5383191112542265,12,1,2,nb,cold cold fruit fruit grow grow grow summer summer season sweet taste ,['cold cold fruit fruit grow grow grow summer summer season sweet taste ']
Synset('wintergreen.n.03'),fruit,wintergreen,1,0,1.3401360544217686,1.0012706480304956,0.8246659153115441,8,5,3,nb,blue color fall color green light light winter ,"['blue color fall color green light light winter ', 'box fruit fruit fruit juice juice juice pulp pulp sweet sour sweet ', 'cheese eat food fruit fruit fruit good good green grow good grow hard hard', 'bitter berry eat fruit fruit juice juice juice red round round small sweet', 'beverage spice spice spice ']"
Synset('accordion.n.01'),music,accordion,2,0,3.9047619047619047,0.8929219600725952,1.54406544219787,9,3,1,b,music instrument music play string string string wood ,"['music instrument music play string string string wood ', 'music instrument music play string string string wood ', 'act animal animal animal body body body breath body body blow body breath breath breath']"
Synset('acoustic_guitar.n.01'),music,acoustic_guitar,1,0,0.0,0.9921355111917723,0.5315635128877914,15,1,1,nb,acoustic guitar instrument music play sound ,['acoustic guitar instrument music play sound ']
Synset('aeolian_harp.n.01'),music,aeolian_harp,1,0,0.0,1.0913490623109496,0.9618768328445748,9,3,1,nb,arm band band instrument music play string string wood ,"['arm band band instrument music play string string wood ', 'bible christ christ christ god god jesus myth person religion ', 'air blow blow instrument instrument music play wind ']"
Synset('amati.n.02'),music,amati,1,0,0.0,1.0913490623109496,0.6960950764006791,5,1,2,nb,bake bread bread bread eat grain food good good green grow grow grow nutrition,['act animal animal animal eat eat food fly fly fly leg leg leg mammal mammal']
Synset('b-flat_clarinet.n.01'),music,b-flat_clarinet,1,0,0.0,1.2897761645493042,0.5189072387714153,14,2,1,nb,air band brass brass brass instrument brass instrument music string string wood ,"['air band brass brass brass instrument brass instrument music string string wood ', 'biscuit candy candy candy eat food stick taste ']"
Synset('baby_grand.n.01'),music,baby_grand,1,0,0.0,1.0913490623109496,0.2404692082111436,10,6,1,nb,baby baby baby grand grand money money ,"['baby baby baby grand grand money money ', 'baby grand piano music play ', 'beauty decorate decorate grand grand house large room ', 'cheap decorate decorate grand piano music play place play wood ', 'beauty decorate decorate grand house large room ', 'cheap decorate decorate music music play place play wood ']"
Synset('bagpipe.n.01'),music,bagpipe,1,1,7.809523809523809,0.9921355111917723,1.2150023151720943,7,1,1,b,airplane air brass brass instrument brass instrument metal pipe string string wood ,['airplane air brass brass instrument brass instrument metal pipe string string wood ']
Synset('balalaika.n.01'),music,balalaika,1,0,0.0,0.9921355111917723,0.8353140916808149,9,1,1,b,ballet dance dance music play ,['ballet dance dance music play ']
Synset('bandoneon.n.01'),music,bandoneon,1,0,0.0,1.0913490623109496,0.5695323352369193,9,1,1,nb,cloth cloth cover cloth cover dress material material ,['cloth cloth cover cloth cover dress material material ']
Synset('banjo.n.01'),music,banjo,1,0,3.9047619047619047,0.8929219600725952,0.9998456551937028,5,1,1,b,black banjo banjo string string wood ,['black banjo banjo string string wood ']
Synset('baritone.n.03'),music,baritone,1,0,0.0,0.9921355111917723,0.4935946905386633,8,2,4,b,animal baritone baritone voice high pitch high pitch voice ,"['animal baritone baritone voice high pitch high pitch voice ', 'animal baritone baritone voice high pitch high pitch sound ']"
Synset('bass_clarinet.n.01'),music,bass_clarinet,1,0,0.0,1.2897761645493042,0.8479703657971909,13,1,1,nb,bass brass brass brass instrument brass instrument instrument metal metal piece string string wood ,['bass brass brass brass instrument brass instrument instrument metal metal piece string string wood ']
Synset('bass_drum.n.01'),music,bass_drum,1,0,0.0,0.9921355111917723,0.9492205587281988,9,2,1,nb,bass brass brass brass instrument brass instrument metal loud metal play sound wood ,"['bass brass brass brass instrument brass instrument metal loud metal play sound wood ', 'bark eat food garden green grow grow grow plant tree ']"
Synset('bass_horn.n.01'),music,bass_horn,2,2,0.0,0.8929219600725952,0.4050007717240315,4,3,1,b,bass blow blow blow instrument instrument instrument metal loud music sound ,"['bass blow blow blow instrument instrument instrument metal loud music sound ', 'cook cook cook electric electric electric food gas gas gas human instrument loud metal metal', 'band brass brass brass instrument brass instrument instrument music instrument play string string wood ']"
Synset('bass.n.07'),music,bass,1,6,0.0,0.793708408953418,0.8479703657971909,4,1,9,nb,bass bass instrument instrument metal loud metal music sound sound ,['bass bass instrument instrument metal loud metal music sound sound ']
Synset('basset_horn.n.01'),music,basset_horn,1,0,0.0,1.2897761645493042,0.8479703657971909,11,1,1,nb,bass instrument brass brass brass instrument brass instrument wood ,['bass instrument brass brass brass instrument brass instrument wood ']
Synset('beating-reed_instrument.n.01'),music,beating-reed_instrument,1,21,0.0,0.9921355111917723,0.772032721098935,4,3,5,nb,music instrument music play sound ,"['music instrument music play sound ', 'music instrument instrument play string string wood ', 'bargain cloth cloth cloth color cloth expense money plastic store store ']"
Synset('bones.n.01'),music,bones,1,0,0.0,0.8929219600725952,2.5692236456243247,5,4,6,b,bone bone bone bone part ,"['bone bone bone bone part ', 'castle china china decorate china jewel jewel metal round round', 'act air air air animal animal animal annoy annoy bang bang bang blow blow blow', 'bark bang bang bang brass brass brass instrument brass instrument metal metal ring ring']"
Synset('bongo.n.01'),music,bongo,1,0,0.0,0.9921355111917723,0.4429695940731594,5,2,2,nb,bongo band brass instrument brass instrument music play ,"['bongo band brass instrument brass instrument music play ', 'band brass brass brass instrument brass instrument music instrument play sound wood ']"
Synset('bowed_stringed_instrument.n.01'),music,bowed_stringed_instrument,1,11,3.9047619047619047,0.8929219600725952,0.5948448834696712,6,2,17,nb,band instrument instrument music play string string wood ,"['band instrument instrument music play string string wood ', 'bend string string string tie ']"
Synset('brass.n.02'),music,brass,1,13,3.9047619047619047,0.8929219600725952,1.8098471986417657,5,2,7,nb,brass brass metal shine shine shine ,"['brass brass metal shine shine shine ', 'band brass brass brass instrument music play ']"
Synset('bugle.n.01'),music,bugle,1,0,0.0,0.9921355111917723,0.8985954622626948,5,1,4,b,bugle bugle brass brass instrument music play sound ,['bugle bugle brass brass instrument music play sound ']
Synset('cello.n.01'),music,cello,1,0,0.0,0.9921355111917723,0.9239080104954468,5,2,1,b,cello cello music instrument play string string string wood ,"['cello cello music instrument play string string string wood ', 'cello cello music instrument music string string string wood ']"
Synset('chanter.n.01'),music,chanter,1,0,3.9047619047619047,0.9921355111917723,0.7214076246334311,7,2,1,nb,act animal animal animal control control control change change control change control control communicate control,"['act animal animal animal control control control change change control change control control communicate control', 'band music instrument pipe sound sound ']"
Synset('chordophone.n.01'),music,chordophone,1,8,0.0,0.8929219600725952,0.9745331069609507,11,1,1,nb,band brass brass brass instrument instrument music play string string wood ,['band brass brass brass instrument instrument music play string string wood ']
Synset('cittern.n.01'),music,cittern,1,0,0.0,0.9921355111917723,1.2403148634048464,6,5,2,nb,bake bake eat food fruit green grow juice juice juice round round round small,"['bake bake eat food fruit green grow juice juice juice round round round small', 'bible church christ christ christ church church god god holy man religion religion ', 'act animal animal animal dance dance dance foot dance dance fast dance foot human move', 'breakfast bread cream cream cream cheese cream cheese eat food good good green grow', 'beak beak brown beak eat egg egg green grow leg large leg']"
Synset('clarinet.n.01'),music,clarinet,1,3,0.0,1.190562613430127,0.5695323352369193,8,1,1,b,air orchestra brass brass brass instrument brass instrument music string string wood ,['air orchestra brass brass brass instrument brass instrument music string string wood ']
Synset('clarion.n.01'),music,clarion,1,0,0.0,0.9921355111917723,0.6581262540515511,7,1,4,b,animal animal beak beak bird bird bird feather feather feather fly feather fly,['animal animal beak beak bird bird bird feather feather feather fly feather fly']
Synset('concert_grand.n.01'),music,concert_grand,1,0,0.0,1.0913490623109496,0.5948448834696712,13,2,1,nb,concert grand grand music play show ,"['concert grand grand music play show ', 'concert music music play play ']"
Synset('concertina.n.02'),music,concertina,1,1,0.0,0.9921355111917723,1.3289087822194785,10,1,3,b,concert instrument music play string string wood ,['concert instrument music play string string wood ']
Synset('contrabassoon.n.01'),music,contrabassoon,1,0,0.0,1.2897761645493042,0.772032721098935,13,3,1,nb,contrabass cocaine drug person substance ,"['contrabass cocaine drug person substance ', 'cheese cheese food pasta pasta sauce sauce sauce ', 'bass band instrument instrument instrument music play sound wood ']"
Synset('cornet.n.01'),music,cornet,1,1,0.0,0.9921355111917723,1.493440345732366,4,4,12,b,band brass brass brass instrument brass instrument music play string string wood ,"['band brass brass brass instrument brass instrument music play string string wood ', 'act air air animal animal animal annoy blow blow blow car car car blow blow', 'band brass brass brass instrument brass instrument music instrument play sound trumpet ', 'elect president elect person power ']"
Synset('diapason.n.01'),music,diapason,1,0,0.0,1.0913490623109496,0.5568760611205432,8,2,1,nb,cloth cloth cloth cloth cover cloth color cover cloth material material ,"['cloth cloth cloth cloth cover cloth color cover cloth material material ', 'stop stop stop stop ']"
Synset('double-reed_instrument.n.01'),music,double-reed_instrument,1,12,3.9047619047619047,1.0913490623109496,0.810001543448063,11,2,2,nb,music instrument music play string string string wood ,"['music instrument music play string string string wood ', 'double double double repeat repeat ']"
Synset('drone.n.05'),music,drone,1,0,3.9047619047619047,0.9921355111917723,0.8985954622626948,5,3,7,nb,airplane airplane airplane fly fly plane ,"['airplane airplane airplane fly fly plane ', 'airplane airplane fly fly plane plane transport ', 'alcohol drink drink drink liquor liquor liquor wine ']"
Synset('drum.n.01'),music,drum,1,8,3.9047619047619047,0.8929219600725952,1.41750270103411,4,3,9,b,act air air air beat beat beat dance beat beat music music rhythm rhythm rhythm,"['act air air air beat beat beat dance beat beat music music rhythm rhythm rhythm', 'acoustic brass brass brass instrument music play sound wood ', 'act air air air bird bird bird dance dance dance foot dance foot fly foot']"
Synset('dulciana.n.01'),music,dulciana,1,0,0.0,1.0913490623109496,0.7214076246334311,8,1,1,nb,beverage cream cream cream dessert dessert ice cream ice cream flavor ,['beverage cream cream cream dessert dessert ice cream ice cream flavor ']
Synset('dulcimer.n.01'),music,dulcimer,1,0,0.0,0.8929219600725952,1.4301589751504862,8,1,2,b,music instrument instrument string string string wood ,['music instrument instrument string string string wood ']
Synset('electric_guitar.n.01'),music,electric_guitar,1,0,0.0,0.9921355111917723,0.6707825281679272,15,1,1,nb,electric guitar electric music play ,['electric guitar electric music play ']
Synset('electronic_instrument.n.01'),music,electronic_instrument,1,3,0.0,0.793708408953418,0.7214076246334311,21,2,1,nb,electronic instrument music play sound ,"['electronic instrument music play sound ', 'electronic music instrument music play sound ']"
Synset('euphonium.n.01'),music,euphonium,1,0,0.0,0.9921355111917723,0.9112517363790708,9,1,1,nb,electronium element element element metal metal part sound ,['electronium element element element metal metal part sound ']
Synset('fife.n.01'),music,fife,1,0,0.0,1.0913490623109496,1.569377990430622,4,1,1,nb,britain country country country king king royal ,['britain country country country king king royal ']
Synset('flageolet.n.02'),music,flageolet,1,1,0.0,1.0913490623109496,0.7973452693316869,9,3,2,nb,breath blow blow blow flagellate blow blow ,"['breath blow blow blow flagellate blow blow ', 'record record record record ', 'pipe pipe water ']"
Synset('flue_pipe.n.01'),music,flue_pipe,1,0,0.0,0.9921355111917723,1.1390646704738383,4,3,3,nb,pipe pipe pipe ,"['pipe pipe pipe ', 'act air air air blow blow blow cold fire fire gas hot house hot house', 'act appendage appendage body appendage connect body connect connect connect end end']"
Synset('flue_stop.n.01'),music,flue_stop,1,0,0.0,1.0913490623109496,0.5315635128877914,9,1,1,nb,act air air air burn burn burn cold cold fire fire gas human inhale,['act air air air burn burn burn cold cold fire fire gas human inhale']
Synset('flugelhorn.n.01'),music,flugelhorn,1,0,0.0,0.9921355111917723,0.759376446982559,10,2,1,b,air blow blow blow horn horn instrument ,"['air blow blow blow horn horn instrument ', 'air blow blow blow flute blow instrument horn ']"
Synset('flute.n.01'),music,flute,1,3,0.0,0.9921355111917723,2.0882852292020373,5,2,4,b,air instrument brass brass brass flute flute music instrument play wood ,"['air instrument brass brass brass flute flute music instrument play wood ', 'air flute flute instrument instrument music play ']"
